Month,Year,Site,Order,Family,Units,Avg,Stdev,randomprob,Length (mm),MassOligos,a,b,Mass,Production,Notes,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.661138102,25.78,0.796959585,0.0082,2.813,25.7837496,,,,,
June,2009,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.653068609,25.76,0.796092218,0.0082,2.813,25.75568796,,,,,
Aug/Sept,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.65266341,25.74,0.795610061,0.0082,2.813,25.74008892,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.715875482,25.73,0.795223476,0.0082,2.813,25.72758188,,,,,
Aug/Sept,2014,Spring,Oligochaeta,Oligochaeta,25.71,14.51,9.84,0.572134042,25.71,0.7948125,0.0082,2.813,25.71428571,,,,,
Aug/Sept,2011,T5,Oligochaeta,Oligochaeta,25.71,19.78,11.89,0.373159384,25.71,0.7948125,0.0082,2.813,25.71428571,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,25.71,20.18,13.5,0.395088996,25.71,0.7948125,0.0082,2.813,25.71428571,,,,,
Aug/Sept,2012,Alder,Oligocheta,Oligochaeta,25.71,#N/A,#N/A,0.644686292,25.71,0.7948125,0.0082,2.813,25.71428571,,,,,
July,2015,Alder,Oligochaeta,Oligochaeta,25.71,13.92,8.22,0.450713698,25.71,0.7948125,0.0082,2.813,25.71428571,,,,,
July,2011,T5,Oligochaeta,Oligochaeta,25.71,19.78,11.89,0.745543271,25.71,0.7948125,0.0082,2.813,25.71428571,,,,,
June,2013,T3,Oligochaeta,Oligochaeta,25.71,20.16,14.22,0.546336467,25.71,0.7948125,0.0082,2.813,25.71428571,,,,,
Aug/Sept,2018,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.71513323,25.67,0.793515912,0.0082,2.813,25.67233766,,,,,
June,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.648688724,25.59,0.790891366,0.0082,2.813,25.58742668,,,,,
June,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.655735143,25.59,0.790819018,0.0082,2.813,25.585086,,,,,
July,2016,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.687180083,25.58,0.790524234,0.0082,2.813,25.57554898,,,,,
Aug/Sept,2014,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.712884557,25.51,0.788355691,0.0082,2.813,25.50539086,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.712790698,25.5,0.788140721,0.0082,2.813,25.49843602,,,,,
July,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.712348392,25.47,0.78712814,0.0082,2.813,25.46567635,,,,,
Aug/Sept,2019,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.645129302,25.45,0.786682042,0.0082,2.813,25.45124389,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.651992971,25.45,0.786587185,0.0082,2.813,25.44817504,,,,,
July,2014,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.651372362,25.43,0.785887001,0.0082,2.813,25.42552222,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.643992076,25.41,0.785340349,0.0082,2.813,25.40783658,,,,,
Aug/Sept,2015,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.682095178,25.41,0.785268012,0.0082,2.813,25.40549629,,,,,
Aug/Sept,2014,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.681889597,25.4,0.785056259,0.0082,2.813,25.39864552,,,,,
June,2009,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.679518907,25.32,0.782618541,0.0082,2.813,25.31977889,,,,,
Aug/Sept,2016,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.648409977,25.32,0.782551024,0.0082,2.813,25.31759455,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.709999298,25.29,0.781762567,0.0082,2.813,25.29208587,,,,,
July,2014,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.647519929,25.29,0.781550723,0.0082,2.813,25.28523217,,,,,
Aug/Sept,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.640768278,25.29,0.78154509,0.0082,2.813,25.28504991,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.647041952,25.27,0.781013912,0.0082,2.813,25.2678649,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.709404679,25.25,0.780407636,0.0082,2.813,25.24825028,,,,,
June,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.709233965,25.24,0.780018878,0.0082,2.813,25.23567293,,,,,
Aug/Sept,2016,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.676741963,25.23,0.779772635,0.0082,2.813,25.22770633,,,,,
Aug/Sept,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.638802779,25.21,0.779236982,0.0082,2.813,25.21037653,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.638249799,25.19,0.778588391,0.0082,2.813,25.18939289,,,,,
June,2009,T1,Oligochaeta,Oligochaeta,NA,21.81,12.39,0.607136044,25.18,0.778370786,0.0082,2.813,25.18235279,,,,,
June,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.644334459,25.17,0.77797804,0.0082,2.813,25.16964644,,,,,
June,2015,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.674887117,25.17,0.777877354,0.0082,2.813,25.16638896,,,,,
July,2018,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.708236979,25.16,0.77775062,0.0082,2.813,25.16228879,,,,,
July,2015,T1,Oligochaeta,Oligochaeta,NA,21.81,12.39,0.606237668,25.15,0.77747606,0.0082,2.813,25.15340604,,,,,
June,2009,T1,Oligochaeta,Oligochaeta,NA,21.81,12.39,0.605919741,25.14,0.77715956,0.0082,2.813,25.14316642,,,,,
Aug/Sept,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.636690618,25.13,0.776761439,0.0082,2.813,25.13028616,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.707620318,25.12,0.776349456,0.0082,2.813,25.11695743,,,,,
June,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.634768415,25.06,0.774512766,0.0082,2.813,25.05753565,,,,,
Aug/Sept,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.634054256,25.03,0.773678326,0.0082,2.813,25.03053932,,,,,
July,2011,T5,Oligochaeta,Oligochaeta,25,19.78,11.89,0.530079211,25,0.772734375,0.0082,2.813,25,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.705630076,24.97,0.771836596,0.0082,2.813,24.97095446,,,,,
June,2014,T1,Odonata,Libellulidae,17.86,10.1,4,0.347051451,17.86,,0.0076,2.809,24.95476155,,,,,
Aug/Sept,2019,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.631478,24.93,0.770672649,0.0082,2.813,24.93329771,,,,,
June,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.631108172,24.92,0.770241745,0.0082,2.813,24.91935683,,,,,
July,2016,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.637000752,24.9,0.769795245,0.0082,2.813,24.90491139,,,,,
June,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.636746233,24.9,0.769512284,0.0082,2.813,24.89575683,,,,,
June,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.630125677,24.88,0.769097682,0.0082,2.813,24.88234338,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.70437793,24.88,0.769004589,0.0082,2.813,24.87933155,,,,,
June,2018,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.7042806,24.87,0.768784687,0.0082,2.813,24.87221716,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.704261268,24.87,0.768741013,0.0082,2.813,24.87080417,,,,,
Aug/Sept,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.704256403,24.87,0.768730022,0.0082,2.813,24.8704486,,,,,
July,2018,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.703982408,24.85,0.768111174,0.0082,2.813,24.85042723,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.635224937,24.84,0.767822378,0.0082,2.813,24.84108391,,,,,
June,2014,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.662521865,24.76,0.765352223,0.0082,2.813,24.76116786,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.702229143,24.72,0.764157432,0.0082,2.813,24.72251322,,,,,
July,2014,T3,Oligochaeta,Oligochaeta,24.71,20.16,14.22,0.267534963,24.71,0.763903125,0.0082,2.813,24.71428571,,,,,
July,2015,T1,Oligochaeta,Oligochaeta,NA,21.81,12.39,0.591269952,24.67,0.76264776,0.0082,2.813,24.67367134,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.629996245,24.65,0.762031986,0.0082,2.813,24.65374941,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.701234383,24.65,0.761918901,0.0082,2.813,24.65009083,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.701024841,24.63,0.761447796,0.0082,2.813,24.63484934,,,,,
June,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.700671054,24.61,0.760652731,0.0082,2.813,24.60912689,,,,,
June,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.628519617,24.6,0.760401595,0.0082,2.813,24.60100196,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.62811999,24.59,0.759960714,0.0082,2.813,24.5867383,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.626590706,24.53,0.758274963,0.0082,2.813,24.53219981,,,,,
June,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.626359604,24.52,0.758020408,0.0082,2.813,24.52396427,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.620499044,24.52,0.757938828,0.0082,2.813,24.52132494,,,,,
July,2014,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.62606417,24.51,0.757695065,0.0082,2.813,24.51343856,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.618891877,24.46,0.75608449,0.0082,2.813,24.46133219,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.698582039,24.46,0.755966736,0.0082,2.813,24.45752256,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.618087578,24.43,0.755157385,0.0082,2.813,24.43133791,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.697943636,24.41,0.754537621,0.0082,2.813,24.41128689,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.62260654,24.39,0.753893393,0.0082,2.813,24.39044443,,,,,
July,2011,Spring,Hirudinea,Hirudinea,16.43,5.02,5.78,0.616039877,16.43,,0.06457,2.12,24.38385478,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.622291573,24.38,0.753547628,0.0082,2.813,24.37925802,,,,,
June,2009,T1,Oligochaeta,Oligochaeta,NA,21.81,12.39,0.580967688,24.35,0.752519238,0.0082,2.813,24.34598687,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.615357466,24.33,0.752014773,0.0082,2.813,24.3296661,,,,,
June,2009,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.69668098,24.32,0.751715048,0.0082,2.813,24.3199692,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.620033428,24.3,0.751071275,0.0082,2.813,24.29914145,,,,,
Aug/Sept,2011,T5,Oligochaeta,Oligochaeta,24.29,19.78,11.89,0.658695775,24.29,0.75065625,0.0082,2.813,24.28571429,,,,,
Aug/Sept,2011,T5,Oligochaeta,Oligochaeta,24.29,19.78,11.89,0.546131928,24.29,0.75065625,0.0082,2.813,24.28571429,,,,,
July,2014,T5,Oligochaeta,Oligochaeta,24.29,19.78,11.89,0.274632736,24.29,0.75065625,0.0082,2.813,24.28571429,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.696125131,24.28,0.750474158,0.0082,2.813,24.27982311,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.613511244,24.26,0.749893341,0.0082,2.813,24.26103215,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.695250859,24.22,0.748524456,0.0082,2.813,24.21674511,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.611236688,24.18,0.747283774,0.0082,2.813,24.17660577,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.69422567,24.14,0.74624136,0.0082,2.813,24.14288092,,,,,
June,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.614695175,24.11,0.74523482,0.0082,2.813,24.11031669,,,,,
July,2016,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.641288524,24.08,0.744245969,0.0082,2.813,24.07832474,,,,,
June,2013,Dock,Trichoptera,Limnephilidae,19.43,9.79,4.34,0.735238368,19.43,,0.004,2.933,24.04678709,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.607612431,24.04,0.743134703,0.0082,2.813,24.04237236,,,,,
July,2014,T4,Oligochaeta,Oligochaeta,24,20.18,13.5,0.393213838,24,0.741825,0.0082,2.813,24,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.61113709,23.98,0.741357924,0.0082,2.813,23.98488885,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.610568445,23.96,0.740739277,0.0082,2.813,23.964874,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.691714816,23.96,0.740663938,0.0082,2.813,23.96243658,,,,,
July,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.604950887,23.94,0.740094572,0.0082,2.813,23.94401607,,,,,
June,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.604817347,23.94,0.739942185,0.0082,2.813,23.93908595,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.690644804,23.89,0.738293162,0.0082,2.813,23.88573572,,,,,
June,2009,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.603007741,23.87,0.737878565,0.0082,2.813,23.8723224,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.69015444,23.85,0.737207884,0.0082,2.813,23.85062409,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.606038299,23.81,0.735819858,0.0082,2.813,23.80571779,,,,,
July,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.600325104,23.77,0.734824002,0.0082,2.813,23.77349921,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.598506721,23.71,0.732756589,0.0082,2.813,23.70661291,,,,,
July,2014,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.602165174,23.67,0.731626284,0.0082,2.813,23.67004457,,,,,
June,2009,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.628310438,23.67,0.73156275,0.0082,2.813,23.66798908,,,,,
Aug/Sept,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.597227767,23.66,0.731303935,0.0082,2.813,23.65961572,,,,,
June,2014,Dock,Trichoptera,Uenoidae,19.29,#N/A,#N/A,0.457085099,19.29,,0.0062,2.7867,23.65691416,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.601710812,23.65,0.731135052,0.0082,2.813,23.65415193,,,,,
Aug/Sept,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.687151723,23.64,0.730578448,0.0082,2.813,23.6361443,,,,,
Aug/Sept,2019,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.686573699,23.59,0.729305442,0.0082,2.813,23.59495919,,,,,
July,2018,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.686520945,23.59,0.72918931,0.0082,2.813,23.59120201,,,,,
Aug/Sept,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.595219985,23.59,0.729025844,0.0082,2.813,23.58591346,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.594743687,23.57,0.728485841,0.0082,2.813,23.56844295,,,,,
June,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.598856706,23.55,0.728052726,0.0082,2.813,23.55443051,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.685517674,23.52,0.726982316,0.0082,2.813,23.51979994,,,,,
June,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.685364791,23.51,0.726646269,0.0082,2.813,23.50892794,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.59735588,23.5,0.726434186,0.0082,2.813,23.50206647,,,,,
Aug/Sept,2009,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.684834885,23.47,0.725482041,0.0082,2.813,23.47126208,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.59571995,23.45,0.724671706,0.0082,2.813,23.44504559,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.591791807,23.31,0.72044699,0.0082,2.813,23.30836485,,,,,
July,2018,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.682426511,23.3,0.720201202,0.0082,2.813,23.30041295,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.586829823,23.28,0.719536094,0.0082,2.813,23.27889497,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.586309005,23.26,0.718948544,0.0082,2.813,23.25988617,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.681800089,23.26,0.718830429,0.0082,2.813,23.25606485,,,,,
Aug/Sept,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.681585626,23.24,0.718361391,0.0082,2.813,23.24089023,,,,,
July,2014,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.588965264,23.21,0.717413202,0.0082,2.813,23.2102138,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.584572374,23.2,0.716990632,0.0082,2.813,23.19654253,,,,,
July,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.680859292,23.19,0.716773861,0.0082,2.813,23.18952941,,,,,
Aug/Sept,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.584121316,23.18,0.716482407,0.0082,2.813,23.18010012,,,,,
Aug/Sept,2016,T4,Diptera,Chironomidae,NA,9.7,5.74,0.650075627,11.92,,0.0288,2.7,23.17860215,,,,,
June,2009,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.582842143,23.13,0.715041787,0.0082,2.813,23.13349224,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.679313716,23.08,0.713400769,0.0082,2.813,23.08040097,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.581370955,23.08,0.713386137,0.0082,2.813,23.0799276,,,,,
Aug/Sept,2013,Dock,Hirudinea,Hirudinea,16,3.5,3.09,0.362501999,16,,0.06457,2.12,23.05500123,,,,,
July,2016,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.583706992,23.03,0.711782434,0.0082,2.813,23.02804355,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.678028259,22.99,0.710600532,0.0082,2.813,22.9898059,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.677411922,22.95,0.709259552,0.0082,2.813,22.94642167,,,,,
June,2009,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.576210525,22.89,0.707588632,0.0082,2.813,22.89236299,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.676642612,22.89,0.707587232,0.0082,2.813,22.8923177,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.676611157,22.89,0.70751889,0.0082,2.813,22.89010663,,,,,
July,2014,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.576032832,22.89,0.707389271,0.0082,2.813,22.88591312,,,,,
June,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.579138545,22.87,0.706903404,0.0082,2.813,22.87019404,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,22.86,20.16,14.22,0.433518349,22.86,0.7065,0.0082,2.813,22.85714286,,,,,
Aug/Sept,2013,T4,Oligochaeta,Oligochaeta,22.86,20.18,13.5,0.528448898,22.86,0.7065,0.0082,2.813,22.85714286,,,,,
July,2010,T5,Oligochaeta,Oligochaeta,22.86,19.78,11.89,0.742796744,22.86,0.7065,0.0082,2.813,22.85714286,,,,,
July,2011,T4,Oligochaeta,Oligochaeta,22.86,20.18,13.5,0.364887691,22.86,0.7065,0.0082,2.813,22.85714286,,,,,
June,2014,T3,Oligochaeta,Oligochaeta,22.86,20.16,14.22,0.561156491,22.86,0.7065,0.0082,2.813,22.85714286,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.578609982,22.85,0.706339654,0.0082,2.813,22.85195525,,,,,
July,2014,T1,Oligochaeta,Oligochaeta,NA,21.81,12.39,0.533271451,22.85,0.706221284,0.0082,2.813,22.84812566,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.67589182,22.84,0.70595675,0.0082,2.813,22.83956727,,,,,
June,2014,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.577161422,22.8,0.704795434,0.0082,2.813,22.80199564,,,,,
July,2016,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.576461563,22.78,0.704049757,0.0082,2.813,22.77787103,,,,,
June,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.572722518,22.77,0.70367839,0.0082,2.813,22.76585631,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.674840659,22.77,0.703676564,0.0082,2.813,22.76579724,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.572611547,22.76,0.703554092,0.0082,2.813,22.76183495,,,,,
Aug/Sept,2009,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.572195632,22.75,0.703088285,0.0082,2.813,22.74676484,,,,,
July,2014,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.598576744,22.74,0.703010989,0.0082,2.813,22.74426412,,,,,
June,2009,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.596964487,22.69,0.70148007,0.0082,2.813,22.69473486,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.569975119,22.67,0.700602909,0.0082,2.813,22.66635637,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.572599764,22.64,0.699939691,0.0082,2.813,22.64489953,,,,,
July,2014,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.572498952,22.64,0.699832498,0.0082,2.813,22.64143155,,,,,
July,2014,T3,Oligochaeta,Oligochaeta,22.57,20.16,14.22,0.687702475,22.57,0.69766875,0.0082,2.813,22.57142857,,,,,
June,2015,T5,Oligochaeta,Oligochaeta,22.57,19.78,11.89,0.352922855,22.57,0.69766875,0.0082,2.813,22.57142857,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.567284442,22.57,0.697594598,0.0082,2.813,22.56902956,,,,,
Aug/Sept,2015,T5,Oligochaeta,Oligochaeta,NA,19.78,11.89,0.591788961,22.54,0.696576073,0.0082,2.813,22.53607758,,,,,
June,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.565086933,22.49,0.695140266,0.0082,2.813,22.48962542,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.567096041,22.46,0.694094824,0.0082,2.813,22.4558026,,,,,
Aug/Sept,2016,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.670217053,22.44,0.693682463,0.0082,2.813,22.44246165,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.670186356,22.44,0.6936163,0.0082,2.813,22.4403211,,,,,
June,2014,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.669299644,22.38,0.691706185,0.0082,2.813,22.37852383,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.561136465,22.35,0.690733698,0.0082,2.813,22.34706131,,,,,
Aug/Sept,2015,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.56251931,22.3,0.689244973,0.0082,2.813,22.29889713,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,22.29,20.16,14.22,0.476273522,22.29,0.6888375,0.0082,2.813,22.28571429,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.558437631,22.25,0.687727202,0.0082,2.813,22.2497932,,,,,
June,2015,Dock,Oligochaeta,Oligochaeta,NA,11.32,25.25,0.667434955,22.25,0.687696013,0.0082,2.813,22.24878415,,,,,
July,2016,T1,Oligochaeta,Oligochaeta,NA,21.81,12.39,0.51373953,22.24,0.68743401,0.0082,2.813,22.24030767,,,,,
Aug/Sept,2009,T4,Oligochaeta,Oligochaeta,NA,20.18,13.5,0.559686081,22.2,0.686247152,0.0082,2.813,22.20190968,,,,,
July,2011,Spring,Hirudinea,Hirudinea,15.71,5.02,5.78,0.583892322,15.71,,0.06457,2.12,22.19092646,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.556750356,22.19,0.685849124,0.0082,2.813,22.18903243,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.556170052,22.17,0.685203464,0.0082,2.813,22.1681436,,,,,
Aug/Sept,2012,T5,Oligocheta,Oligochaeta,22.14,#N/A,#N/A,0.3930803,22.14,0.684421875,0.0082,2.813,22.14285714,,,,,
Aug/Sept,2015,T3,Oligochaeta,Oligochaeta,NA,20.16,14.22,0.55360399,22.08,0.682349989,0.0082,2.813,22.07582615,,,,,
July,2013,Dock,Trichoptera,Limnephilidae,18.86,9.79,4.34,0.366260852,18.86,,0.004,2.933,22.03082599,,,,,
